0.07,-0.02,61.8552,-774.0,-478.759248,-7.23875,112.624471667,(u'2018-02-23T21:55:37.000Z', ' + ', 1519422937.0)
0.07,-0.03,61.8768,-516.0,-319.284288,-7.238671667,112.624336667,(u'2018-02-23T21:55:38.000Z', ' + ', 1519422938.0)
0.05,-0.04,61.524,-385.0,-236.8674,-7.238591667,112.624208333,(u'2018-02-23T21:55:39.000Z', ' + ', 1519422939.0)
0.04,-0.03,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.04,-0.05,60.8364,-305.0,-185.55102,-7.2374,112.622368333,(u'2018-02-23T21:55:53.000Z', ' + ', 1519422953.0)
0.03,-0.02,58.4316,-731.0,-427.134996,-7.237395,112.62228,(u'2018-02-23T21:55:54.000Z', ' + ', 1519422954.0)
0.04,-0.04,57.006,-357.0,-203.51142,-7.237401667,112.622166667,(u'2018-02-23T21:55:55.000Z', ' + ', 1519422955.0)
0.08,-0.01,57.5424,-1439.0,-828.035136,-7.237338333,112.62205,(u'2018-02-23T21:55:56.000Z', ' + ', 1519422956.0)
0.05,-0.04,57.8556,-362.0,-209.437272,-7.23726,112.621913333,(u'2018-02-23T21:55:57.000Z', ' + ', 1519422957.0)
0.05,-0.02,57.7836,-723.0,-417.775428,-7.23718,112.621788333,(u'2018-02-23T21:55:58.000Z', ' + ', 1519422958.0)
0.05,-0.02,57.006,-713.0,-406.45278,-7.237105,112.621666667,(u'2018-02-23T21:55:59.000Z', ' + ', 1519422959.0)
0.05,-0.03,56.7468,-473.0,-268.412364,-7.237033333,112.621543333,(u'2018-02-23T21:56:00.000Z', ' + ', 1519422960.0)
0.07,-0.04,56.43,-353.0,-199.1979,-7.236958333,112.621415,(u'2018-02-23T21:56:01.000Z', ' + ', 1519422961.0)
0.06,-0.01,nan,0,0.0,0.0,0.0,('', ' + ', nan)
0.07,-0.01,46.3752,-1160.0,-537.95232,-7.236005,112.619766667,(u'2018-02-23T21:56:16.000Z', ' + ', 1519422976.0)
0.08,-0.01,46.3572,-1159.0,-537.279948,-7.235946667,112.619665,(u'2018-02-23T21:56:17.000Z', ' + ', 1519422977.0)
0.07,-0.02,46.3572,-580.0,-268.87176,-7.23589,112.619563333,(u'2018-02-23T21:56:18.000Z', ' + ', 1519422978.0)
0.06,-0.03,46.0044,-384.0,-176.656896,-7.235831667,112.619463333,(u'2018-02-23T21:56:19.000Z', ' + ', 1519422979.0)
0.07,-0.02,46.3176,-579.0,-268.178904,-7.235771667,112.619361667,(u'2018-02-23T21:56:20.000Z', ' + ', 1519422980.0)
0.09,-0.02,45.9864,-575.0,-264.4218,-7.235715,112.619263333,(u'2018-02-23T21:56:21.000Z', ' + ', 1519422981.0)
0.05,-0.02,45.4464,-569.0,-258.590016,-7.23566,112.619165,(u'2018-02-23T21:56:22.000Z', ' + ', 1519422982.0)
0.05,-0.05,44.7084,-224.0,-100.146816,-7.235605,112.619068333,(u'2018-02-23T21:56:23.000Z', ' + ', 1519422983.0)
0.03,-0.07,44.6904,-160.0,-71.50464,-7.235551667,112.618971667,(u'2018-02-23T21:56:24.000Z', ' + ', 1519422984.0)
0.06,-0.05,43.9092,-220.0,-96.60024,-7.2355,112.618878333,(u'2018-02-23T21:56:25.000Z', ' + ', 1519422985.0)
0.05,-0.03,43.1316,-360.0,-155.27376,-7.23545,112.618783333,(u'2018-02-23T21:56:26.000Z', ' + ', 1519422986.0)
0.05,-0.03,43.0596,-359.0,-154.583964,-7.235398333,112.618686667,(u'2018-02-23T21:56:27.000Z', ' + ', 1519422987.0)
0.06,-0.04,40.7988,-255.0,-104.03694,-7.235345,112.618593333,(u'2018-02-23T21:56:28.000Z', ' + ', 1519422988.0)
0.07,-0.04,40.446,-253.0,-102.32838,-7.235293333,112.618503333,(u'2018-02-23T21:56:29.000Z', ' + ', 1519422989.0)
0.06,-0.04,39.3192,1,0.393192,-7.235243333,112.618416667,(u'2018-02-23T21:56:30.000Z', ' + ', 1519422990.0)
